Postal Code,Place Name,Latitude,Longitude
1567,K¿benhavn V,55.6777,12.5709
1568,K¿benhavn V,55.6777,12.5709
1569,K¿benhavn V,55.6777,12.5709
1570,K¿benhavn V,55.6777,12.5709
1571,K¿benhavn V,55.6777,12.5709
1572,K¿benhavn V,55.6777,12.5709
1573,K¿benhavn V,55.6777,12.5709
1574,K¿benhavn V,55.6777,12.5709
1575,K¿benhavn V,55.6777,12.5709
1576,K¿benhavn V,55.6777,12.5709
1577,K¿benhavn V,55.6777,12.5709
1590,K¿benhavn V,55.6777,12.5709
1592,K¿benhavn V,55.6777,12.5709
1595,K¿benhavn V,55.6777,12.5709
1599,K¿benhavn V,55.6777,12.5709
1600,K¿benhavn V,55.6777,12.5709
1601,K¿benhavn V,55.6777,12.5709
1602,K¿benhavn V,55.6777,12.5709
1603,K¿benhavn V,55.6777,12.5709
1604,K¿benhavn V,55.6777,12.5709
1605,K¿benhavn V,55.6777,12.5709
1606,K¿benhavn V,55.6777,12.5709
1607,K¿benhavn V,55.6777,12.5709
1608,K¿benhavn V,55.6777,12.5709
1609,K¿benhavn V,55.6777,12.5709
1610,K¿benhavn V,55.6777,12.5709
1611,K¿benhavn V,55.6777,12.5709
1612,K¿benhavn V,55.6777,12.5709
1613,K¿benhavn V,55.6777,12.5709
1614,K¿benhavn V,55.6777,12.5709
1615,K¿benhavn V,55.6777,12.5709
1616,K¿benhavn V,55.6777,12.5709
1617,K¿benhavn V,55.6777,12.5709
1618,K¿benhavn V,55.6777,12.5709
1619,K¿benhavn V,55.6777,12.5709
1620,K¿benhavn V,55.6777,12.5709
1621,K¿benhavn V,55.6777,12.5709
1622,K¿benhavn V,55.6777,12.5709
1623,K¿benhavn V,55.6777,12.5709
1624,K¿benhavn V,55.6777,12.5709
1630,K¿benhavn V,55.6777,12.5709
1631,K¿benhavn V,55.6777,12.5709
1632,K¿benhavn V,55.6777,12.5709
1633,K¿benhavn V,55.6777,12.5709
1634,K¿benhavn V,55.6777,12.5709
1635,K¿benhavn V,55.6777,12.5709
1639,K¿benhavn V,55.6777,12.5709
1640,K¿benhavn V,55.6777,12.5709
1650,K¿benhavn V,55.6777,12.5709
1651,K¿benhavn V,55.6777,12.5709
1652,K¿benhavn V,55.6777,12.5709
1653,K¿benhavn V,55.6777,12.5709
1654,K¿benhavn V,55.6777,12.5709
1655,K¿benhavn V,55.6777,12.5709
1656,K¿benhavn V,55.6777,12.5709
1657,K¿benhavn V,55.6777,12.5709
1658,K¿benhavn V,55.6777,12.5709
1659,K¿benhavn V,55.6777,12.5709
1660,K¿benhavn V,55.6777,12.5709
1661,K¿benhavn V,55.6777,12.5709
1662,K¿benhavn V,55.6777,12.5709
1663,K¿benhavn V,55.6777,12.5709
1664,K¿benhavn V,55.6777,12.5709
1665,K¿benhavn V,55.6777,12.5709
1666,K¿benhavn V,55.6777,12.5709
1667,K¿benhavn V,55.6777,12.5709
1668,K¿benhavn V,55.6777,12.5709
1669,K¿benhavn V,55.6777,12.5709
1670,K¿benhavn V,55.6777,12.5709
1671,K¿benhavn V,55.6777,12.5709
1672,K¿benhavn V,55.6777,12.5709
1673,K¿benhavn V,55.6777,12.5709
1674,K¿benhavn V,55.6777,12.5709
1675,K¿benhavn V,55.6777,12.5709
1676,K¿benhavn V,55.6777,12.5709
1677,K¿benhavn V,55.6777,12.5709
1699,K¿benhavn V,55.6777,12.5709
1700,K¿benhavn V,55.6777,12.5709
1701,K¿benhavn V,55.6777,12.5709
1702,K¿benhavn V,55.6777,12.5709
1703,K¿benhavn V,55.6777,12.5709
1704,K¿benhavn V,55.6777,12.5709
1705,K¿benhavn V,55.6777,12.5709
1706,K¿benhavn V,55.6777,12.5709
1707,K¿benhavn V,55.6777,12.5709
1708,K¿benhavn V,55.6777,12.5709
1709,K¿benhavn V,55.6777,12.5709
1710,K¿benhavn V,55.6777,12.5709
1711,K¿benhavn V,55.6777,12.5709
1712,K¿benhavn V,55.6777,12.5709
1713,K¿benhavn V,55.6777,12.5709
1714,K¿benhavn V,55.6777,12.5709
1715,K¿benhavn V,55.6777,12.5709
1716,K¿benhavn V,55.6777,12.5709
1717,K¿benhavn V,55.6777,12.5709
1718,K¿benhavn V,55.6777,12.5709
1719,K¿benhavn V,55.6777,12.5709
1720,K¿benhavn V,55.6777,12.5709
1721,K¿benhavn V,55.6777,12.5709
1722,K¿benhavn V,55.6777,12.5709
1723,K¿benhavn V,55.6777,12.5709
1724,K¿benhavn V,55.6777,12.5709
1725,K¿benhavn V,55.6777,12.5709
1726,K¿benhavn V,55.6777,12.5709
1727,K¿benhavn V,55.6777,12.5709
1728,K¿benhavn V,55.6777,12.5709
1729,K¿benhavn V,55.6777,12.5709
1730,K¿benhavn V,55.6777,12.5709
1731,K¿benhavn V,55.6777,12.5709
1732,K¿benhavn V,55.6777,12.5709
1733,K¿benhavn V,55.6777,12.5709
1734,K¿benhavn V,55.6777,12.5709
1735,K¿benhavn V,55.6777,12.5709
1736,K¿benhavn V,55.6777,12.5709
1737,K¿benhavn V,55.6777,12.5709
1738,K¿benhavn V,55.6777,12.5709
1739,K¿benhavn V,55.6777,12.5709
1748,K¿benhavn V,55.6777,12.5709
1749,K¿benhavn V,55.6777,12.5709
1750,K¿benhavn V,55.6777,12.5709
1751,K¿benhavn V,55.6777,12.5709
1752,K¿benhavn V,55.6777,12.5709
1753,K¿benhavn V,55.6777,12.5709
1754,K¿benhavn V,55.6777,12.5709
1755,K¿benhavn V,55.6777,12.5709
1756,K¿benhavn V,55.6777,12.5709
1757,K¿benhavn V,55.6777,12.5709
1758,K¿benhavn V,55.6777,12.5709
1759,K¿benhavn V,55.6777,12.5709
1760,K¿benhavn V,55.6777,12.5709
1761,K¿benhavn V,55.6777,12.5709
1762,K¿benhavn V,55.6777,12.5709
1763,K¿benhavn V,55.6777,12.5709
1764,K¿benhavn V,55.6777,12.5709
1765,K¿benhavn V,55.6777,12.5709
1766,K¿benhavn V,55.6777,12.5709
1770,K¿benhavn V,55.6777,12.5709
1771,K¿benhavn V,55.6777,12.5709
1772,K¿benhavn V,55.6777,12.5709
1773,K¿benhavn V,55.6777,12.5709
1774,K¿benhavn V,55.6777,12.5709
1775,K¿benhavn V,55.6777,12.5709
1777,K¿benhavn V,55.6777,12.5709
1778,K¿benhavn V,55.6777,12.5709
1780,K¿benhavn V,55.6777,12.5709
1782,K¿benhavn V,55.6777,12.5709
1783,K¿benhavn V,55.6777,12.5709
1784,K¿benhavn V,55.6777,12.5709
1785,K¿benhavn V,55.6777,12.5709
1786,K¿benhavn V,55.6777,12.5709
1787,K¿benhavn V,55.6777,12.5709
1788,K¿benhavn V,55.6777,12.5709
1789,K¿benhavn V,55.6777,12.5709
1790,K¿benhavn V,55.6777,12.5709
1795,K¿benhavn V,55.6777,12.5709
1799,K¿benhavn V,55.6777,12.5709
1800,Frederiksberg C,55.6794,12.5346
1801,Frederiksberg C,55.6794,12.5346
1802,Frederiksberg C,55.6794,12.5346
1803,Frederiksberg C,55.6794,12.5346
1804,Frederiksberg C,55.6794,12.5346
1805,Frederiksberg C,55.6794,12.5346
1806,Frederiksberg C,55.6794,12.5346
1807,Frederiksberg C,55.6794,12.5346
1808,Frederiksberg C,55.6794,12.5346
1809,Frederiksberg C,55.6794,12.5346
1810,Frederiksberg C,55.6794,12.5346
1811,Frederiksberg C,55.6794,12.5346
1812,Frederiksberg C,55.6794,12.5346
1813,Frederiksberg C,55.6794,12.5346
1814,Frederiksberg C,55.6794,12.5346
1815,Frederiksberg C,55.6794,12.5346
1816,Frederiksberg C,55.6794,12.5346
1817,Frederiksberg C,55.6794,12.5346
1818,Frederiksberg C,55.6794,12.5346
1819,Frederiksberg C,55.6794,12.5346
1820,Frederiksberg C,55.6794,12.5346
1822,Frederiksberg C,55.6794,12.5346
1823,Frederiksberg C,55.6794,12.5346
1824,Frederiksberg C,55.6794,12.5346
1825,Frederiksberg C,55.6794,12.5346
1826,Frederiksberg C,55.6794,12.5346
1827,Frederiksberg C,55.6794,12.5346
1828,Frederiksberg C,55.6794,12.5346
1829,Frederiksberg C,55.6794,12.5346
1835,Frederiksberg C,55.6794,12.5346
1850,Frederiksberg C,55.6794,12.5346
1851,Frederiksberg C,55.6794,12.5346
1852,Frederiksberg C,55.6794,12.5346
1853,Frederiksberg C,55.6794,12.5346
1854,Frederiksberg C,55.6794,12.5346
1855,Frederiksberg C,55.6794,12.5346
1856,Frederiksberg C,55.6794,12.5346
1857,Frederiksberg C,55.6794,12.5346
1860,Frederiksberg C,55.6794,12.5346
1861,Frederiksberg C,55.6794,12.5346
1862,Frederiksberg C,55.6794,12.5346
1863,Frederiksberg C,55.6794,12.5346
1864,Frederiksberg C,55.6794,12.5346
1865,Frederiksberg C,55.6794,12.5346
1866,Frederiksberg C,55.6794,12.5346
1867,Frederiksberg C,55.6794,12.5346
1868,Frederiksberg C,55.6794,12.5346
1870,Frederiksberg C,55.6794,12.5346
1871,Frederiksberg C,55.6794,12.5346
1872,Frederiksberg C,55.6794,12.5346
1873,Frederiksberg C,55.6794,12.5346
1874,Frederiksberg C,55.6794,12.5346
1875,Frederiksberg C,55.6794,12.5346
1876,Frederiksberg C,55.6794,12.5346
1877,Frederiksberg C,55.6794,12.5346
1878,Frederiksberg C,55.6794,12.5346
1879,Frederiksberg C,55.6794,12.5346
1900,Frederiksberg C,55.6794,12.5346
1901,Frederiksberg C,55.6794,12.5346
1902,Frederiksberg C,55.6794,12.5346
1903,Frederiksberg C,55.6794,12.5346
1904,Frederiksberg C,55.6794,12.5346
1905,Frederiksberg C,55.6794,12.5346
1906,Frederiksberg C,55.6794,12.5346
1908,Frederiksberg C,55.6794,12.5346
1909,Frederiksberg C,55.6794,12.5346
1910,Frederiksberg C,55.6794,12.5346
1911,Frederiksberg C,55.6794,12.5346
1912,Frederiksberg C,55.6794,12.5346
1913,Frederiksberg C,55.6794,12.5346
1914,Frederiksberg C,55.6794,12.5346
1915,Frederiksberg C,55.6794,12.5346
1916,Frederiksberg C,55.6794,12.5346
1917,Frederiksberg C,55.6794,12.5346
1920,Frederiksberg C,55.6794,12.5346
1921,Frederiksberg C,55.6794,12.5346
1922,Frederiksberg C,55.6794,12.5346
1923,Frederiksberg C,55.6794,12.5346
1924,Frederiksberg C,55.6794,12.5346
1925,Frederiksberg C,55.6794,12.5346
1926,Frederiksberg C,55.6794,12.5346
1927,Frederiksberg C,55.6794,12.5346
1928,Frederiksberg C,55.6794,12.5346
1931,Frederiksberg C,55.6794,12.5346
1950,Frederiksberg C,55.6794,12.5346
1951,Frederiksberg C,55.6794,12.5346
1952,Frederiksberg C,55.6794,12.5346
1953,Frederiksberg C,55.6794,12.5346
1954,Frederiksberg C,55.6794,12.5346
1955,Frederiksberg C,55.6794,12.5346
1956,Frederiksberg C,55.6794,12.5346
1957,Frederiksberg C,55.6794,12.5346
1958,Frederiksberg C,55.6794,12.5346
1959,Frederiksberg C,55.6794,12.5346
1960,Frederiksberg C,55.6794,12.5346
1961,Frederiksberg C,55.6794,12.5346
1962,Frederiksberg C,55.6794,12.5346
1963,Frederiksberg C,55.6794,12.5346
1964,Frederiksberg C,55.6794,12.5346
1965,Frederiksberg C,55.6794,12.5346
1966,Frederiksberg C,55.6794,12.5346
1967,Frederiksberg C,55.6794,12.5346
1970,Frederiksberg C,55.6794,12.5346
1971,Frederiksberg C,55.6794,12.5346
1972,Frederiksberg C,55.6794,12.5346
1973,Frederiksberg C,55.6794,12.5346
1974,Frederiksberg C,55.6794,12.5346
1999,Frederiksberg C,55.6794,12.5346
2000,Frederiksberg,55.6794,12.5346
2100,K¿benhavn ¯,55.6777,12.5709
2200,K¿benhavn N,55.6777,12.5709
2300,K¿benhavn S,55.6777,12.5709
2400,K¿benhavn NV,55.6777,12.5709
2450,K¿benhavn SV,55.6777,12.5709
2500,Valby,55.65,12.5167
2600,Glostrup,55.6667,12.4
2605,Br¿ndby,55.65,12.4167
2610,R¿dovre,55.6806,12.4537
2620,Albertslund,55.6569,12.3638
2625,Vallensb¾k,55.6333,12.3667
2630,Taastrup,55.6517,12.2922
2633,Taastrup,55.6517,12.2922
2635,Ish¿j,55.6154,12.3518
2640,Hedehusene,55.65,12.2
2650,Hvidovre,55.6572,12.4736
2660,Br¿ndby Strand,55.6167,12.35
2665,Vallensb¾k Strand,55.6167,12.35
2670,Greve,55.5833,12.3
2680,Solr¿d Strand,55.5329,12.2223
2690,Karlslunde,55.5667,12.2333
2700,Br¿nsh¿j,55.7,12.5167
2720,Vanl¿se,55.6833,12.5
2730,Herlev,55.7237,12.44
2740,Skovlunde,55.7167,12.4
2750,Ballerup,55.7316,12.3633
2760,MŒl¿v,55.75,12.3333
2765,Sm¿rum,55.75,12.3333
2770,Kastrup,55.6333,12.65
2791,Drag¿r,55.5945,12.6664
2800,Kongens Lyngby,55.7704,12.5038
2820,Gentofte,55.75,12.55
2830,Virum,55.8,12.4667
2840,Holte,55.8167,12.4667
2850,N¾rum,55.8167,12.55
2860,S¿borg,55.7333,12.5167
2870,DyssegŒrd,55.7791,12.5029
2880,Bagsv¾rd,55.7667,12.4667
2900,Hellerup,55.732,12.5709
2920,Charlottenlund,55.75,12.5833
2930,Klampenborg,55.7667,12.6
2942,Skodsborg,55.8167,12.5667
2950,Vedb¾k,55.85,12.5667
2960,Rungsted Kyst,55.829,12.5526
2970,H¿rsholm,55.8833,12.5
2980,Kokkedal,55.9,12.5167
2990,NivŒ,55.9333,12.5167
3000,Helsing¿r,56.0361,12.6136
3050,Humleb¾k,55.9618,12.5341
3060,Esperg¾rde,56,12.5667
3070,Snekkersten,56,12.6
3080,Tik¿b,56.0167,12.4667
3100,Hornb¾k,56.0833,12.4667
3120,Dronningm¿lle,56.1,12.4
3140,lsgŒrde,56.0833,12.55
3150,Helleb¾k,56.0667,12.5667
3200,Helsinge,56.0228,12.1975
3210,Vejby,56.0667,12.15
3220,Tisvildeleje,56.05,12.0833
3230,Gr¾sted,56.0667,12.2833
3250,Gilleleje,56.1167,12.3167
3300,Frederiksv¾rk,55.9707,12.0225
3310,¯lsted,55.9167,12.0833
3320,Sk¾vinge,55.9167,12.1667
3330,G¿rl¿se,55.8833,12.2
3360,Liseleje,56.0167,11.9833
3370,Melby,56,11.9833
3390,Hundested,55.9667,11.8667
3400,Hiller¿d,55.9267,12.3109
3450,Aller¿d,55.8667,12.3833
3460,Birker¿d,55.8476,12.4279
3480,Fredensborg,55.9667,12.4
3490,KvistgŒrd,55.9833,12.5
3500,V¾rl¿se,55.7833,12.3833
3520,Farum,55.8086,12.3607
3540,Lynge,55.85,12.2833
3550,Slangerup,55.85,12.1833
3600,Frederikssund,55.8396,12.069
3630,J¾gerspris,55.85,11.9833
